Date,Open,High,Low,Close,Volume
10/20/2022 14:00,19174,19337,19174,19336,100.46
10/20/2022 15:00,19335,19340,19252,19256,24.91
10/20/2022 16:00,19255,19255,19144,19179,67.34
10/20/2022 17:00,19177,19182,19064,19096,85.42
10/20/2022 18:00,19093,19096,18970,19062,93.32
10/20/2022 19:00,19059,19110,19032,19061,26.16
10/20/2022 20:00,19062,19082,18938,19032,90.72
10/20/2022 21:00,19025,19093,18997,19073,49.45
10/20/2022 22:00,19066,19092,19003,19036,33.17
10/20/2022 23:00,19036,19050,18985,19043,19.69
10/21/2022 0:00,19043,19064,19003,19048,49.31
10/21/2022 1:00,19048,19072,19026,19063,18.04
10/21/2022 2:00,19065,19126,19061,19111,25.96
10/21/2022 3:00,19110,19126,19049,19049,24.1
10/21/2022 4:00,19051,19078,19031,19049,28.4
10/21/2022 5:00,19046,19065,19032,19042,45.65
10/21/2022 6:00,19042,19069,19030,19034,44.63
10/21/2022 7:00,19032,19081,18996,19030,76.16
10/21/2022 8:00,19029,19040,18945,18980,81.59
10/21/2022 9:00,18975,19024,18906,19014,114.46
10/21/2022 10:00,19012,19014,18960,19004,61.07
10/21/2022 11:00,19002,19007,18941,18944,55.24
10/21/2022 12:00,18946,18946,18660,18882,415.17
10/21/2022 13:00,18877,19082,18860,19064,155.85
10/21/2022 14:00,19068,19127,18940,18978,139.62
10/21/2022 15:00,18978,19169,18951,19166,225.45
10/21/2022 16:00,19171,19228,19110,19129,150.81
10/21/2022 17:00,19135,19171,19094,19149,35.36
10/21/2022 18:00,19149,19205,19122,19147,37.29
10/21/2022 19:00,19140,19245,19136,19189,59.13
10/21/2022 20:00,19191,19245,19163,19180,27.84
10/21/2022 21:00,19180,19180,19142,19156,21.99
10/21/2022 22:00,19156,19197,19156,19190,15.27
10/21/2022 23:00,19189,19192,19165,19165,15.06
10/22/2022 0:00,19166,19180,19152,19168,6.3
10/22/2022 1:00,19170,19181,19151,19156,7.57
10/22/2022 2:00,19159,19165,19127,19128,9.01
10/22/2022 3:00,19131,19160,19118,19159,23.56
10/22/2022 4:00,19154,19161,19150,19150,5.73
10/22/2022 5:00,19151,19157,19145,19145,9.06
10/22/2022 6:00,19138,19150,19135,19149,7.04
10/22/2022 7:00,19150,19173,19150,19167,8.45
10/22/2022 8:00,19166,19175,19156,19159,5.29
10/22/2022 9:00,19159,19177,19145,19146,45.27
10/22/2022 10:00,19145,19169,19145,19169,8.45
10/22/2022 11:00,19170,19188,19162,19179,11.17
10/22/2022 12:00,19179,19198,19160,19183,28.46
10/22/2022 13:00,19186,19247,19186,19196,53.68
10/22/2022 14:00,19203,19236,19203,19233,29.37
10/22/2022 15:00,19236,19250,19214,19238,19.82
10/22/2022 16:00,19238,19247,19177,19195,59.7
10/22/2022 17:00,19198,19208,19150,19150,26.34
10/22/2022 18:00,19156,19176,19140,19173,20.11
10/22/2022 19:00,19172,19187,19166,19186,12.31
10/22/2022 20:00,19187,19222,19177,19217,21.15
10/22/2022 21:00,19217,19223,19196,19208,17.35
10/22/2022 22:00,19204,19209,19189,19195,10.23
10/22/2022 23:00,19195,19208,19194,19206,10.01
10/23/2022 0:00,19208,19215,19197,19200,7.77
10/23/2022 1:00,19200,19205,19169,19179,44.98
10/23/2022 2:00,19180,19206,19177,19197,12.8
10/23/2022 3:00,19197,19203,19189,19199,10.47
10/23/2022 4:00,19199,19219,19179,19188,17.06
10/23/2022 5:00,19188,19197,19175,19179,15.83
10/23/2022 6:00,19175,19188,19163,19178,14.57
10/23/2022 7:00,19178,19178,19155,19164,14.29
10/23/2022 8:00,19164,19180,19156,19180,10.3
10/23/2022 9:00,19180,19188,19180,19185,33.66
10/23/2022 10:00,19186,19189,19168,19172,6.57
10/23/2022 11:00,19173,19173,19135,19155,21.92
10/23/2022 12:00,19152,19158,19079,19153,58.18
10/23/2022 13:00,19154,19180,19149,19179,21.32
10/23/2022 14:00,19179,19205,19179,19192,28.03
10/23/2022 15:00,19191,19210,19186,19194,10.78
10/23/2022 16:00,19194,19204,19177,19180,10.66
10/23/2022 17:00,19181,19494,19180,19469,295.37
10/23/2022 18:00,19475,19519,19407,19443,174.38
10/23/2022 19:00,19444,19517,19444,19507,46.53
10/23/2022 20:00,19505,19519,19448,19496,45.42
10/23/2022 21:00,19496,19595,19461,19540,52.15
10/23/2022 22:00,19554,19689,19554,19595,225.31
10/23/2022 23:00,19601,19608,19524,19574,17.26
10/24/2022 0:00,19576,19588,19492,19522,20.7
10/24/2022 1:00,19520,19526,19359,19421,103.98
10/24/2022 2:00,19410,19469,19402,19415,22.08
10/24/2022 3:00,19413,19430,19351,19392,54.16
10/24/2022 4:00,19388,19388,19282,19334,87.8
10/24/2022 5:00,19331,19353,19300,19334,12.92
10/24/2022 6:00,19330,19367,19302,19302,32.14
10/24/2022 7:00,19305,19343,19261,19323,41.34
10/24/2022 8:00,19326,19342,19298,19341,27.54
10/24/2022 9:00,19340,19409,19316,19387,42.35
10/24/2022 10:00,19385,19446,19372,19409,45.67
10/24/2022 11:00,19405,19444,19368,19428,35.65
10/24/2022 12:00,19429,19450,19322,19375,59.64
10/24/2022 13:00,19372,19395,19306,19353,100.69
10/24/2022 14:00,19348,19348,19169,19277,71.91
10/24/2022 15:00,19269,19310,19251,19306,33.83
10/24/2022 16:00,19298,19318,19261,19276,35.94
10/24/2022 17:00,19276,19301,19225,19288,25.39
10/24/2022 18:00,19288,19350,19288,19334,37.73
10/24/2022 19:00,19336,19427,19336,19345,19.89
10/24/2022 20:00,19345,19384,19307,19384,141.4
10/24/2022 21:00,19384,19416,19338,19365,66.59
10/24/2022 22:00,19372,19376,19300,19360,26.98
10/24/2022 23:00,19365,19365,19327,19332,9.54
10/25/2022 0:00,19332,19339,19279,19311,10.37
10/25/2022 1:00,19312,19319,19253,19299,16.53
10/25/2022 2:00,19306,19319,19281,19314,18.52
10/25/2022 3:00,19313,19363,19310,19344,26.87
10/25/2022 4:00,19344,19370,19332,19341,14.61
10/25/2022 5:00,19344,19344,19300,19336,24.2
10/25/2022 6:00,19339,19363,19324,19329,127.79
10/25/2022 7:00,19329,19336,19279,19309,15.63
10/25/2022 8:00,19308,19321,19273,19297,30.72
10/25/2022 9:00,19297,19298,19260,19275,56.88
10/25/2022 10:00,19264,19302,19222,19299,29.2
10/25/2022 11:00,19300,19326,19283,19303,29.68
10/25/2022 12:00,19303,19346,19265,19333,131.22
10/25/2022 13:00,19332,19526,19332,19487,285.47
10/25/2022 14:00,19484,19529,19452,19496,40.51
10/25/2022 15:00,19495,19809,19490,19741,307.39
10/25/2022 16:00,19765,19834,19725,19819,254.28
10/25/2022 17:00,19830,20191,19830,20126,475.69
10/25/2022 18:00,20121,20411,20092,20278,335.1
10/25/2022 19:00,20277,20418,20215,20276,369.6
10/25/2022 20:00,20275,20303,20027,20188,137.03
10/25/2022 21:00,20192,20269,20106,20232,23.67
10/25/2022 22:00,20241,20241,19971,20072,32.67
10/25/2022 23:00,20072,20137,20049,20087,10.85
10/26/2022 0:00,20096,20178,20062,20163,26.8
10/26/2022 1:00,20173,20294,20096,20239,46.74
10/26/2022 2:00,20242,20270,20187,20217,38.33
10/26/2022 3:00,20212,20309,20192,20263,18.37
10/26/2022 4:00,20253,20279,20200,20211,330.68
10/26/2022 5:00,20216,20239,20142,20193,22.53
10/26/2022 6:00,20183,20245,20178,20224,40.48
10/26/2022 7:00,20224,20396,20209,20355,72.9
10/26/2022 8:00,20355,20789,20270,20679,338.17
10/26/2022 9:00,20685,20722,20527,20602,180.21
10/26/2022 10:00,20601,20685,20554,20668,58.11
10/26/2022 11:00,20669,20731,20580,20615,142.99
10/26/2022 12:00,20614,20625,20462,20554,90.7
10/26/2022 13:00,20549,20622,20361,20557,215.6
10/26/2022 14:00,20557,21012,20557,20837,387.28
10/26/2022 15:00,20852,20942,20799,20841,102.11
10/26/2022 16:00,20852,20996,20725,20755,135.55
10/26/2022 17:00,20761,20831,20681,20829,44.17
10/26/2022 18:00,20823,20875,20669,20703,44.9
10/26/2022 19:00,20704,20796,20650,20751,90.8
10/26/2022 20:00,20774,20849,20704,20753,127.19
10/26/2022 21:00,20750,20767,20710,20748,38.34
10/26/2022 22:00,20748,20905,20707,20823,70.4
10/26/2022 23:00,20823,20906,20750,20775,47.72
10/27/2022 0:00,20771,20851,20726,20760,11.88
10/27/2022 1:00,20761,20808,20711,20729,15.68
10/27/2022 2:00,20728,20801,20693,20694,38.84
10/27/2022 3:00,20692,20774,20616,20755,62.26
10/27/2022 4:00,20761,20868,20743,20810,35.33
10/27/2022 5:00,20806,20872,20796,20809,15.57
10/27/2022 6:00,20798,20835,20712,20727,73.2
10/27/2022 7:00,20723,20773,20694,20705,32.01
10/27/2022 8:00,20710,20757,20693,20718,45.02
10/27/2022 9:00,20714,20715,20534,20624,83.88
10/27/2022 10:00,20613,20620,20463,20553,81.1
10/27/2022 11:00,20559,20632,20543,20622,70.93
10/27/2022 12:00,20623,20756,20517,20729,151.08
10/27/2022 13:00,20727,20749,20450,20506,194.54
10/27/2022 14:00,20521,20728,20516,20571,52.6
10/27/2022 15:00,20571,20664,20548,20565,28.97
10/27/2022 16:00,20566,20606,20507,20575,82.88
10/27/2022 17:00,20572,20642,20550,20583,52.37
10/27/2022 18:00,20582,20598,20551,20583,40.02
10/27/2022 19:00,20584,20682,20584,20628,143.56
10/27/2022 20:00,20636,20636,20250,20403,226.16
10/27/2022 21:00,20398,20413,20325,20413,61.59
10/27/2022 22:00,20412,20420,20210,20271,48.72
10/27/2022 23:00,20270,20302,20214,20296,21.7
10/28/2022 0:00,20295,20333,20172,20288,66.63
10/28/2022 1:00,20290,20324,20232,20324,27.54
10/28/2022 2:00,20324,20324,20191,20222,41.42
10/28/2022 3:00,20222,20297,20213,20296,34.56
10/28/2022 4:00,20294,20307,20248,20248,35.84
10/28/2022 5:00,20255,20293,20225,20291,46.52
10/28/2022 6:00,20302,20311,20262,20267,42.2
10/28/2022 7:00,20262,20267,20068,20083,96.28
10/28/2022 8:00,20082,20207,20037,20186,76.4
10/28/2022 9:00,20186,20234,20159,20202,80.75
10/28/2022 10:00,20204,20247,20138,20180,54.01
10/28/2022 11:00,20180,20211,20125,20179,38.49
10/28/2022 12:00,20179,20284,20008,20210,164.06
10/28/2022 13:00,20215,20587,20192,20472,283.11
10/28/2022 14:00,20484,20564,20340,20503,84.54
10/28/2022 15:00,20505,20542,20417,20479,53.81
10/28/2022 16:00,20488,20750,20454,20712,132.71
10/28/2022 17:00,20714,20737,20634,20634,153.85
10/28/2022 18:00,20640,20669,20593,20633,105.96
10/28/2022 19:00,20620,20635,20553,20614,33.68
10/28/2022 20:00,20612,20734,20612,20633,121.53
10/28/2022 21:00,20631,20669,20576,20601,27.99
10/28/2022 22:00,20605,20642,20586,20632,13.47
10/28/2022 23:00,20637,20641,20584,20599,12.26
10/29/2022 0:00,20596,20631,20566,20629,13.12
10/29/2022 1:00,20629,20646,20617,20635,11.86
10/29/2022 2:00,20635,20792,20633,20746,42.34
10/29/2022 3:00,20744,20814,20700,20762,50.35
10/29/2022 4:00,20765,20777,20670,20685,13.52
10/29/2022 5:00,20685,20748,20633,20664,22.66
10/29/2022 6:00,20664,20721,20657,20698,12.94
10/29/2022 7:00,20693,20781,20676,20781,23.31
10/29/2022 8:00,20780,20984,20729,20930,128.74
10/29/2022 9:00,20939,20973,20888,20964,67.28
10/29/2022 10:00,20960,21078,20755,20774,123.39
10/29/2022 11:00,20780,20810,20664,20705,59.64
10/29/2022 12:00,20707,20782,20695,20778,35.26
10/29/2022 13:00,20778,20793,20700,20776,21.96
10/29/2022 14:00,20785,20938,20764,20822,66.27
10/29/2022 15:00,20822,20949,20803,20935,69.83
10/29/2022 16:00,20932,20968,20862,20877,95.32
10/29/2022 17:00,20877,20986,20795,20830,37.49
10/29/2022 18:00,20822,20877,20774,20862,39.19
10/29/2022 19:00,20864,20864,20802,20844,18.6
10/29/2022 20:00,20844,20881,20832,20865,40.52
10/29/2022 21:00,20860,20905,20849,20854,10.43
10/29/2022 22:00,20853,20870,20716,20759,199.5
10/29/2022 23:00,20755,20823,20736,20821,9.67
10/30/2022 0:00,20820,20844,20714,20718,15.63
10/30/2022 1:00,20715,20782,20711,20782,4.44
10/30/2022 2:00,20784,20799,20750,20755,10.4
10/30/2022 3:00,20768,20808,20766,20783,40.05
10/30/2022 4:00,20783,20793,20751,20752,11.23
10/30/2022 5:00,20753,20811,20753,20809,15.16
10/30/2022 6:00,20811,20911,20799,20897,20.14
10/30/2022 7:00,20900,20931,20830,20850,27.62
10/30/2022 8:00,20855,20886,20730,20790,47.14
10/30/2022 9:00,20790,20821,20664,20706,44.43
10/30/2022 10:00,20695,20722,20642,20691,44.41
10/30/2022 11:00,20693,20787,20672,20777,32.04
10/30/2022 12:00,20778,20783,20687,20735,21.81
10/30/2022 13:00,20735,20740,20631,20657,41.21
10/30/2022 14:00,20655,20744,20640,20744,22.15
10/30/2022 15:00,20748,20748,20649,20687,25.79
10/30/2022 16:00,20684,20700,20561,20608,76.09
10/30/2022 17:00,20607,20671,20567,20660,48.77
10/30/2022 18:00,20663,20703,20650,20681,12.73
10/30/2022 19:00,20681,20700,20647,20655,19.74
10/30/2022 20:00,20655,20745,20655,20693,20.5
10/30/2022 21:00,20693,20711,20676,20693,11.43
10/30/2022 22:00,20694,20700,20525,20591,49.47
10/30/2022 23:00,20581,20640,20556,20628,17.45
10/31/2022 0:00,20631,20677,20545,20551,31.86
10/31/2022 1:00,20545,20578,20462,20534,77.16
10/31/2022 2:00,20531,20547,20439,20477,48.21
10/31/2022 3:00,20476,20530,20469,20527,35.28
10/31/2022 4:00,20525,20576,20518,20568,39.13
10/31/2022 5:00,20566,20596,20540,20545,33.41
10/31/2022 6:00,20547,20570,20462,20524,27.91
10/31/2022 7:00,20530,20553,20469,20550,37.82
10/31/2022 8:00,20549,20549,20460,20494,15.29
10/31/2022 9:00,20486,20729,20469,20712,86.08
10/31/2022 10:00,20719,20833,20693,20748,157.87
10/31/2022 11:00,20748,20816,20717,20734,67.39
10/31/2022 12:00,20733,20748,20652,20704,43
10/31/2022 13:00,20702,20751,20320,20320,296.27
10/31/2022 14:00,20348,20431,20243,20341,311.17
10/31/2022 15:00,20336,20462,20302,20400,179.53
10/31/2022 16:00,20396,20526,20335,20373,67.15
10/31/2022 17:00,20372,20425,20346,20376,29.2
10/31/2022 18:00,20376,20467,20359,20430,51.6
10/31/2022 19:00,20433,20437,20362,20368,66.37
10/31/2022 20:00,20364,20442,20357,20405,30.31
10/31/2022 21:00,20400,20427,20394,20416,22.96
10/31/2022 22:00,20406,20497,20373,20474,22.7
10/31/2022 23:00,20481,20523,20467,20498,102.36
11/1/2022 0:00,20493,20502,20448,20450,26.41
11/1/2022 1:00,20457,20547,20455,20513,44.16
11/1/2022 2:00,20511,20580,20494,20576,30.67
11/1/2022 3:00,20579,20579,20475,20484,27.68
11/1/2022 4:00,20481,20517,20467,20493,29.8
11/1/2022 5:00,20493,20549,20493,20528,41.32
11/1/2022 6:00,20530,20651,20522,20622,126.86
11/1/2022 7:00,20622,20648,20560,20595,40.68
11/1/2022 8:00,20594,20634,20573,20583,15.72
11/1/2022 9:00,20583,20681,20543,20592,76.02
11/1/2022 10:00,20593,20653,20576,20612,38.47
11/1/2022 11:00,20619,20620,20487,20523,67.98
11/1/2022 12:00,20523,20566,20478,20543,66.06
11/1/2022 13:00,20542,20546,20364,20420,145.64
11/1/2022 14:00,20422,20476,20334,20401,144.72
11/1/2022 15:00,20401,20458,20391,20443,48.68
11/1/2022 16:00,20441,20509,20377,20406,61.36
11/1/2022 17:00,20407,20452,20397,20435,34.28
11/1/2022 18:00,20437,20471,20407,20460,54.54
11/1/2022 19:00,20459,20496,20432,20445,36.62
11/1/2022 20:00,20448,20489,20434,20481,16.78
11/1/2022 21:00,20480,20490,20432,20439,35.27
11/1/2022 22:00,20453,20484,20433,20476,32.58
11/1/2022 23:00,20466,20502,20457,20480,34.39
11/2/2022 0:00,20480,20536,20407,20512,83.56
11/2/2022 1:00,20522,20533,20502,20507,38.4
11/2/2022 2:00,20506,20526,20460,20514,25.04
11/2/2022 3:00,20514,20548,20499,20520,20.02
11/2/2022 4:00,20518,20550,20508,20516,39.44
11/2/2022 5:00,20518,20560,20480,20486,52.39
11/2/2022 6:00,20486,20489,20461,20476,17.1
11/2/2022 7:00,20475,20483,20357,20426,43.06
11/2/2022 8:00,20426,20501,20413,20500,70.17
11/2/2022 9:00,20506,20534,20435,20460,95.29
11/2/2022 10:00,20467,20467,20347,20411,60.98
11/2/2022 11:00,20410,20462,20409,20431,44.06
11/2/2022 12:00,20431,20443,20357,20397,67.73
